ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date,entry_price,entry_date
BUFF,"['RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  43.180000  ...  43.009998  43.009998
1   2025-04-24 13:30:00+00:00  43.167999  ...  44.215955  42.434043
2   2025-04-25 13:30:00+00:00  43.599998  ...  44.234443  42.678889
3   2025-04-28 13:30:00+00:00  43.750000  ...  44.301994  42.808004
4   2025-04-29 13:30:00+00:00  43.590000  ...  44.329226  42.910773
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  50.130001  ...  50.154877  49.445123
176 2026-01-05 14:30:00+00:00  50.080002  ...  50.188870  49.456130
177 2026-01-06 14:30:00+00:00  50.160000  ...  50.243451  49.449549
178 2026-01-07 14:30:00+00:00  50.259998  ...  50.274715  49.467285
179 2026-01-08 18:15:27+00:00  50.029999  ...  50.300894  49.500106

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:35:00+00:00  50.070000  ...  50.070000  50.070000
1   2025-12-29 14:55:00+00:00  50.040001  ...  50.097425  50.012576
2   2025-12-29 15:30:00+00:00  50.049000  ...  50.083789  50.022212
3   2025-12-29 15:50:00+00:00  50.000000  ...  50.098410  49.981090
4   2025-12-29 16:00:00+00:00  50.025002  ...  50.089286  49.984315
..                        ...        ...  ...        ...        ...
287 2026-01-08 17:50:00+00:00  50.169998  ...  50.197377  50.022489
288 2026-01-08 18:00:00+00:00  50.152718  ...  50.198879  50.022069
289 2026-01-08 18:05:00+00:00  50.150002  ...  50.197895  50.035054
290 2026-01-08 18:10:00+00:00  50.150002  ...  50.199663  50.045886
291 2026-01-08 18:15:27+00:00  50.169998  ...  50.203205  50.052344

[292 rows x 14 columns]",180,292,[18],"[0, 147]","[0, 32, 38, 98, 144, 167, 190, 226, 250, 287, 291]","[3, 14, 15, 17, 77, 105, 179, 269]",50.2599983215332,49.86000061035156,,{},,50.16999816894531,2026-01-08,,
BUFQ,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  29.480000  ...  29.240000  29.240000
1   2025-04-24 13:30:00+00:00  29.240000  ...  30.139679  28.810320
2   2025-04-25 13:30:00+00:00  29.700001  ...  30.417072  28.882927
3   2025-04-28 13:30:00+00:00  30.070000  ...  30.454972  29.020027
4   2025-04-29 13:30:00+00:00  29.950001  ...  30.517039  29.106960
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  36.029999  ...  36.232895  35.316106
176 2026-01-05 14:30:00+00:00  36.020000  ...  36.250368  35.328632
177 2026-01-06 14:30:00+00:00  35.869999  ...  36.273822  35.334178
178 2026-01-07 14:30:00+00:00  36.040001  ...  36.303907  35.343093
179 2026-01-08 18:34:12+00:00  36.070000  ...  36.318969  35.351911

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  35.869999  ...  35.869999  35.869999
1   2025-12-29 14:35:00+00:00  35.950001  ...  36.023140  35.796860
2   2025-12-29 14:40:00+00:00  35.945000  ...  36.034422  35.824711
3   2025-12-29 14:50:00+00:00  35.938599  ...  36.017914  35.845736
4   2025-12-29 15:05:00+00:00  35.890202  ...  36.005264  35.845656
..                        ...        ...  ...        ...        ...
468 2026-01-08 18:05:00+00:00  35.959301  ...  36.011373  35.910147
469 2026-01-08 18:15:00+00:00  35.965000  ...  36.010980  35.910040
470 2026-01-08 18:20:00+00:00  35.965000  ...  36.010894  35.913346
471 2026-01-08 18:30:00+00:00  35.965000  ...  36.011189  35.915811
472 2026-01-08 18:34:12+00:00  35.978802  ...  36.012658  35.916582

[473 rows x 14 columns]",180,473,"[18, 169]","[0, 147, 165]","[2, 47, 48, 76, 125, 149, 186, 233, 305, 398, 465]","[0, 57, 139, 140, 215, 262, 297, 318, 351, 380, 442]",36.15999984741211,35.70009994506836,,{},,35.97880172729492,2026-01-08,,
BUFR,"['RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  28.959999  ...  28.770000  28.770000
1   2025-04-24 13:30:00+00:00  28.809999  ...  29.573970  28.386031
2   2025-04-25 13:30:00+00:00  29.230000  ...  29.690932  28.509069
3   2025-04-28 13:30:00+00:00  29.299999  ...  29.692009  28.622992
4   2025-04-29 13:30:00+00:00  29.299999  ...  29.735144  28.688856
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  34.299999  ...  34.503197  33.844303
176 2026-01-05 14:30:00+00:00  34.410000  ...  34.527888  33.854612
177 2026-01-06 14:30:00+00:00  34.410000  ...  34.571745  33.850755
178 2026-01-07 14:30:00+00:00  34.500000  ...  34.595500  33.864000
179 2026-01-08 18:26:25+00:00  34.450001  ...  34.614665  33.890335

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  34.380001  ...  34.363899  34.363899
1   2025-12-29 14:35:00+00:00  34.369999  ...  34.404287  34.344610
2   2025-12-29 14:40:00+00:00  34.380001  ...  34.398285  34.354248
3   2025-12-29 14:45:00+00:00  34.369999  ...  34.396444  34.347956
4   2025-12-29 14:50:00+00:00  34.365002  ...  34.392722  34.348799
..                        ...        ...  ...        ...        ...
588 2026-01-08 18:10:00+00:00  34.455002  ...  34.474211  34.439780
589 2026-01-08 18:15:00+00:00  34.435001  ...  34.473731  34.441319
590 2026-01-08 18:20:00+00:00  34.455002  ...  34.473710  34.441681
591 2026-01-08 18:25:00+00:00  34.451401  ...  34.473313  34.441418
592 2026-01-08 18:26:25+00:00  34.455002  ...  34.472773  34.442958

[593 rows x 14 columns]",180,593,[18],"[0, 147]","[70, 75, 100, 101, 150, 211, 239, 268, 400, 500, 553]","[57, 80, 232, 251, 284, 309, 373, 408, 480, 544]",34.52629852294922,34.23979949951172,,{},,34.45500183105469,2026-01-08,,
BUFZ,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  22.980000  ...  22.930000  22.930000
1   2025-04-24 13:30:00+00:00  22.950001  ...  23.408554  22.701447
2   2025-04-25 13:30:00+00:00  23.139999  ...  23.445503  22.787831
3   2025-04-28 13:30:00+00:00  23.299999  ...  23.471772  22.843229
4   2025-04-29 13:30:00+00:00  23.190001  ...  23.531965  22.868036
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  26.580000  ...  26.655000  26.251000
176 2026-01-05 14:30:00+00:00  26.600000  ...  26.672186  26.257814
177 2026-01-06 14:30:00+00:00  26.530001  ...  26.688769  26.265231
178 2026-01-07 14:30:00+00:00  26.610001  ...  26.698490  26.278510
179 2026-01-08 18:26:35+00:00  26.620001  ...  26.711567  26.292233

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  26.530001  ...  26.567499  26.567499
1   2025-12-29 14:40:00+00:00  26.558580  ...  26.572096  26.565304
2   2025-12-29 14:45:00+00:00  26.544500  ...  26.580133  26.548133
3   2025-12-29 14:50:00+00:00  26.549999  ...  26.579847  26.541353
4   2025-12-29 15:00:00+00:00  26.540001  ...  26.581325  26.531635
..                        ...        ...  ...        ...        ...
428 2026-01-08 18:00:00+00:00  26.620501  ...  26.646384  26.605093
429 2026-01-08 18:10:00+00:00  26.629999  ...  26.646420  26.605097
430 2026-01-08 18:15:00+00:00  26.625000  ...  26.646075  26.604942
431 2026-01-08 18:25:00+00:00  26.625000  ...  26.643764  26.610253
432 2026-01-08 18:26:35+00:00  26.628000  ...  26.643613  26.610204

[433 rows x 14 columns]",180,433,[18],"[0, 147]","[1, 42, 59, 94, 166, 170, 171, 236, 240, 249, 256, 273, 295, 297, 324, 325, 326, 329, 345, 364, 366, 382, 420, 425]","[4, 5, 36, 64, 83, 114, 179, 254, 288, 343, 368, 400, 427]",26.670000076293945,26.493000030517578,,"{'BREAKOUT_UP': {'sl': np.float64(26.524072102137975), 'tp': np.float64(26.835856573922293), 'entry': 26.628000259399414, 'desc': 'Breakout above 20-day high ($26.61). Entry: $26.63.'}}",,26.628000259399414,2026-01-08,,
BUG,"['QUARTERLY_DOWN', 'RECENT_WEEKLY_BOTTOM', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  32.230000  ...  32.040001  32.040001
1   2025-04-24 13:30:00+00:00  32.189999  ...  33.935068  31.134931
2   2025-04-25 13:30:00+00:00  32.868000  ...  34.083993  31.476007
3   2025-04-28 13:30:00+00:00  33.360001  ...  34.189937  31.695063
4   2025-04-29 13:30:00+00:00  33.490002  ...  34.589869  31.718132
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  30.642000  ...  32.887947  29.992054
176 2026-01-05 14:30:00+00:00  29.850000  ...  32.872071  29.803929
177 2026-01-06 14:30:00+00:00  30.030001  ...  32.800928  29.707072
178 2026-01-07 14:30:00+00:00  30.400000  ...  32.679545  29.713455
179 2026-01-08 18:38:23+00:00  31.030001  ...  32.514835  29.715665

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  30.910000  ...  31.082199  31.082199
1   2025-12-29 14:35:00+00:00  31.100000  ...  31.173699  31.038500
2   2025-12-29 14:40:00+00:00  31.129999  ...  31.255897  31.018903
3   2025-12-29 14:45:00+00:00  31.190001  ...  31.253766  31.042334
4   2025-12-29 14:50:00+00:00  31.170000  ...  31.246074  31.058806
..                        ...        ...  ...        ...        ...
577 2026-01-08 18:20:00+00:00  30.680099  ...  30.757069  30.499121
578 2026-01-08 18:25:00+00:00  30.665001  ...  30.762424  30.504116
579 2026-01-08 18:30:00+00:00  30.674999  ...  30.761705  30.516335
580 2026-01-08 18:35:00+00:00  30.670000  ...  30.763164  30.526796
581 2026-01-08 18:38:23+00:00  30.695000  ...  30.765887  30.536573

[582 rows x 14 columns]",180,582,"[14, 52, 94, 104, 117, 130, 160]","[0, 12, 20, 40, 54, 75, 123, 147, 165, 175]","[2, 312]","[238, 303]",31.200000762939453,29.719999313354492,,{},,30.69499969482422,2026-01-08,,
BUXX,"['RECENT_WEEKLY_BOTTOM', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  20.370001  ...  20.330000  20.330000
1   2025-04-24 13:30:00+00:00  20.360001  ...  20.425709  20.284290
2   2025-04-25 13:30:00+00:00  20.370001  ...  20.430956  20.302376
3   2025-04-28 13:30:00+00:00  20.360001  ...  20.429945  20.315054
4   2025-04-29 13:30:00+00:00  20.389999  ...  20.426609  20.301390
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  20.250000  ...  20.381788  20.227412
176 2026-01-05 14:30:00+00:00  20.245001  ...  20.382109  20.225891
177 2026-01-06 14:30:00+00:00  20.240000  ...  20.382894  20.223105
178 2026-01-07 14:30:00+00:00  20.270000  ...  20.383131  20.221369
179 2026-01-08 18:29:10+00:00  20.280001  ...  20.383612  20.219188

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:35:00+00:00  20.360001  ...  20.355000  20.355000
1   2025-12-29 14:40:00+00:00  20.355000  ...  20.355000  20.355000
2   2025-12-29 14:45:00+00:00  20.355000  ...  20.359106  20.347561
3   2025-12-29 14:50:00+00:00  20.355000  ...  20.358749  20.348751
4   2025-12-29 14:55:00+00:00  20.359900  ...  20.358111  20.349448
..                        ...        ...  ...        ...        ...
466 2026-01-08 18:05:00+00:00  20.264999  ...  20.272932  20.259768
467 2026-01-08 18:10:00+00:00  20.263300  ...  20.272474  20.259726
468 2026-01-08 18:20:00+00:00  20.270000  ...  20.272436  20.259954
469 2026-01-08 18:25:00+00:00  20.269899  ...  20.272318  20.259401
470 2026-01-08 18:29:10+00:00  20.263000  ...  20.271800  20.259230

[471 rows x 14 columns]",180,471,"[2, 3, 23, 44, 66, 86, 95, 105, 130, 149, 150, 171]","[6, 25, 33, 50, 67, 80, 88, 110, 119, 132, 153, 155, 157, 159, 175]","[5, 42, 47, 53, 179, 249, 275, 278]","[2, 56, 166, 170, 178, 247, 264]",20.3700008392334,20.239999771118164,,{},,20.26300048828125,2026-01-08,,
BUYW,['YTD_UP'],"                         Date    Open    High  ...    BB_std   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  13.290  13.500  ...  0.000000  13.390000  13.390000
1   2025-04-24 13:30:00+00:00  13.380  13.550  ...  0.113137  13.696274  13.243726
2   2025-04-25 13:30:00+00:00  13.455  13.550  ...  0.085049  13.656765  13.316569
3   2025-04-28 13:30:00+00:00  13.520  13.565  ...  0.076322  13.655144  13.349857
4   2025-04-29 13:30:00+00:00  13.520  13.620  ...  0.079183  13.680367  13.363634
..                        ...     ...     ...  ...       ...        ...        ...
175 2026-01-02 14:30:00+00:00  14.330  14.340  ...  0.044379  14.365757  14.188242
176 2026-01-05 14:30:00+00:00  14.270  14.350  ...  0.043755  14.370009  14.194990
177 2026-01-06 14:30:00+00:00  14.338  14.390  ...  0.043529  14.377057  14.202943
178 2026-01-07 14:30:00+00:00  14.340  14.380  ...  0.042686  14.378372  14.207628
179 2026-01-08 18:21:19+00:00  14.340  14.360  ...  0.038192  14.376684  14.223916

[180 rows x 14 columns]","                         Date    Open     High  ...    BB_std   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  14.310  14.3100  ...  0.000000  14.310000  14.310000
1   2025-12-29 14:35:00+00:00  14.300  14.3000  ...  0.007071  14.319143  14.290858
2   2025-12-29 14:40:00+00:00  14.300  14.3035  ...  0.007170  14.316373  14.287694
3   2025-12-29 14:50:00+00:00  14.300  14.3000  ...  0.005942  14.313409  14.289641
4   2025-12-29 14:55:00+00:00  14.299  14.2990  ...  0.005268  14.311557  14.290483
..                        ...     ...      ...  ...       ...        ...        ...
355 2026-01-08 17:50:00+00:00  14.345  14.3527  ...  0.004204  14.352322  14.335506
356 2026-01-08 18:00:00+00:00  14.350  14.3600  ...  0.005425  14.355764  14.334063
357 2026-01-08 18:10:00+00:00  14.345  14.3500  ...  0.005409  14.356232  14.334595
358 2026-01-08 18:15:00+00:00  14.345  14.3500  ...  0.005331  14.356570  14.335247
359 2026-01-08 18:21:19+00:00  14.346  14.3460  ...  0.004673  14.355804  14.337113

[360 rows x 14 columns]",180,360,"[17, 19, 33, 34, 102, 127, 140, 152, 168]","[0, 22, 24, 36, 105, 133, 148, 159, 165]","[0, 66, 83, 115, 138, 180, 205, 231, 274, 287, 316, 356]","[28, 32, 33, 35, 107, 137, 160, 175, 243, 327]",14.359999656677246,14.279999732971191,,{},,14.345999717712402,2026-01-08,,
BVAL,"['DAILY_TOP', 'INTRADAY_TOP', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-06-24 13:30:00+00:00  25.450001  ...  25.444000  25.444000
1   2025-06-25 13:30:00+00:00  25.389999  ...  25.553707  25.214293
2   2025-06-26 13:30:00+00:00  25.415001  ...  25.626974  25.231693
3   2025-06-27 13:30:00+00:00  25.580000  ...  25.716744  25.232257
4   2025-06-30 13:30:00+00:00  25.670000  ...  25.835818  25.215382
..                        ...        ...  ...        ...        ...
133 2026-01-02 14:30:00+00:00  27.850000  ...  28.301253  27.586847
134 2026-01-05 14:30:00+00:00  28.209999  ...  28.352804  27.585296
135 2026-01-06 14:30:00+00:00  28.360001  ...  28.456028  27.552072
136 2026-01-07 14:30:00+00:00  28.377001  ...  28.473001  27.593899
137 2026-01-08 18:09:52+00:00  28.420000  ...  28.519831  27.631969

[138 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 15:25:00+00:00  28.170000  ...  28.170000  28.170000
1   2025-12-29 16:30:00+00:00  28.139999  ...  28.197427  28.112572
2   2025-12-29 16:40:00+00:00  28.120001  ...  28.193665  28.093002
3   2025-12-29 17:55:00+00:00  28.110001  ...  28.184758  28.090243
4   2025-12-29 18:00:00+00:00  28.129999  ...  28.177472  28.094528
..                        ...        ...  ...        ...        ...
165 2026-01-08 17:35:00+00:00  28.500000  ...  28.532488  28.182043
166 2026-01-08 17:45:00+00:00  28.497299  ...  28.550619  28.178642
167 2026-01-08 17:50:00+00:00  28.510000  ...  28.569709  28.177551
168 2026-01-08 18:05:00+00:00  28.490000  ...  28.583177  28.179083
169 2026-01-08 18:09:52+00:00  28.490000  ...  28.595273  28.180987

[170 rows x 14 columns]",138,170,"[22, 72, 87, 99, 119, 135]","[1, 14, 27, 49, 76, 105, 132]","[16, 39, 65, 133, 167]","[48, 49, 68, 113, 114, 115, 154]",28.549999237060547,27.850000381469727,,"{'DAILY_TOP': {'sl': np.float64(28.74599892752511), 'tp': np.float64(27.97800145830427), 'entry': 28.489999771118164, 'desc': 'Daily top confirmed near $28.55. Entry (short): $28.49.'}}",,28.489999771118164,2026-01-08,,
BWX,"['NINE_DAY_LOW', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  23.059999  ...  22.830000  22.830000
1   2025-04-24 13:30:00+00:00  23.010000  ...  23.308553  22.601447
2   2025-04-25 13:30:00+00:00  22.940001  ...  23.210599  22.709400
3   2025-04-28 13:30:00+00:00  22.920000  ...  23.242925  22.747075
4   2025-04-29 13:30:00+00:00  23.070000  ...  23.239772  22.784228
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  22.510000  ...  22.659359  22.367641
176 2026-01-05 14:30:00+00:00  22.480000  ...  22.660520  22.370481
177 2026-01-06 14:30:00+00:00  22.530001  ...  22.659877  22.368123
178 2026-01-07 14:30:00+00:00  22.530001  ...  22.658705  22.374295
179 2026-01-08 18:31:40+00:00  22.440001  ...  22.656047  22.379953

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  22.580000  ...  22.620001  22.620001
1   2025-12-29 14:35:00+00:00  22.610001  ...  22.624573  22.610428
2   2025-12-29 14:40:00+00:00  22.615000  ...  22.622442  22.610892
3   2025-12-29 14:45:00+00:00  22.618200  ...  22.621251  22.611249
4   2025-12-29 14:50:00+00:00  22.610001  ...  22.628166  22.597834
..                        ...        ...  ...        ...        ...
565 2026-01-08 18:00:00+00:00  22.445000  ...  22.460777  22.426213
566 2026-01-08 18:10:00+00:00  22.440001  ...  22.460673  22.426587
567 2026-01-08 18:15:00+00:00  22.440001  ...  22.460066  22.428174
568 2026-01-08 18:20:00+00:00  22.450001  ...  22.460416  22.429325
569 2026-01-08 18:31:40+00:00  22.440001  ...  22.460193  22.429997

[570 rows x 14 columns]",180,570,"[9, 35, 47, 61, 77, 100, 122, 142, 152, 164, 170]","[0, 13, 56, 68, 83, 90, 107, 117, 136, 147, 159, 167]","[0, 67, 68, 69, 70, 72, 74, 99, 149, 165, 169, 178, 179, 220, 221, 241, 296, 317, 321, 322, 323, 324, 325, 326, 376, 450, 501, 551, 557]","[12, 13, 40, 89, 125, 126, 156, 189, 226, 269, 271, 278, 299, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 362, 394, 395, 527, 561]",22.6200008392334,22.420000076293945,,{},,22.440000534057617,2026-01-08,,
BWZ,"['NINE_DAY_LOW', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  27.500000  ...  27.350000  27.350000
1   2025-04-24 13:30:00+00:00  27.440001  ...  27.656274  27.203726
2   2025-04-25 13:30:00+00:00  27.450001  ...  27.590000  27.270000
3   2025-04-28 13:30:00+00:00  27.450001  ...  27.676559  27.263441
4   2025-04-29 13:30:00+00:00  27.600000  ...  27.678665  27.293335
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  27.379999  ...  27.520823  27.137178
176 2026-01-05 14:30:00+00:00  27.270000  ...  27.524130  27.138870
177 2026-01-06 14:30:00+00:00  27.340000  ...  27.524203  27.150798
178 2026-01-07 14:30:00+00:00  27.350000  ...  27.516096  27.171905
179 2026-01-08 18:15:26+00:00  27.309999  ...  27.494773  27.208728

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  27.400000  ...  27.430000  27.430000
1   2025-12-29 14:35:00+00:00  27.379999  ...  27.493995  27.296006
2   2025-12-29 14:40:00+00:00  27.459999  ...  27.519297  27.314036
3   2025-12-29 15:55:00+00:00  27.443600  ...  27.511419  27.335380
4   2025-12-29 16:10:00+00:00  27.389999  ...  27.498592  27.334848
..                        ...        ...  ...        ...        ...
253 2026-01-08 17:10:00+00:00  27.285000  ...  27.339549  27.259951
254 2026-01-08 17:20:00+00:00  27.285000  ...  27.336204  27.259296
255 2026-01-08 17:45:00+00:00  27.285000  ...  27.335221  27.261779
256 2026-01-08 17:50:00+00:00  27.270000  ...  27.332352  27.259147
257 2026-01-08 18:15:26+00:00  27.285000  ...  27.312875  27.271125

[258 rows x 14 columns]",180,258,"[9, 27, 46, 62, 101, 122, 130, 143, 170]","[13, 31, 40, 56, 68, 83, 107, 117, 135, 149, 159, 167, 179]","[2, 24, 27, 76, 97, 117, 157, 161, 184, 205, 211, 215, 217]","[1, 31, 33, 70, 71, 72, 73, 74, 91, 92, 135, 177, 221, 235, 256]",27.459999084472656,27.270000457763672,,{},,27.28499984741211,2026-01-08,,
