ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date
UDOW,"['BREAKOUT_UP', 'DAILY_TOP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'QUARTERLY_UP', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  42.174999  ...  41.174999  41.174999
1   2024-07-25 13:30:00+00:00  41.174999  ...  41.691838  40.928161
2   2024-07-26 13:30:00+00:00  42.125000  ...  44.457263  39.566070
3   2024-07-29 13:30:00+00:00  43.685001  ...  44.659260  39.975740
4   2024-07-30 13:30:00+00:00  43.340000  ...  45.047408  40.186592
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  59.389999  ...  61.130762  56.183237
361 2025-12-31 14:30:00+00:00  59.020000  ...  60.998105  56.467895
362 2026-01-02 14:30:00+00:00  58.270000  ...  61.015552  56.561448
363 2026-01-05 14:30:00+00:00  59.209999  ...  61.368698  56.555302
364 2026-01-06 18:47:08+00:00  59.209999  ...  62.129437  56.283062

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  59.330002  ...  59.400002  59.400002
1   2025-12-24 14:35:00+00:00  59.380001  ...  59.476565  59.363436
2   2025-12-24 14:40:00+00:00  59.450001  ...  59.691657  59.268342
3   2025-12-24 14:45:00+00:00  59.619999  ...  59.862620  59.229878
4   2025-12-24 14:50:00+00:00  59.740002  ...  59.960552  59.237447
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  62.808300  ...  62.997620  62.214429
558 2026-01-06 18:35:00+00:00  62.826000  ...  62.983595  62.293954
559 2026-01-06 18:40:00+00:00  62.845001  ...  62.970003  62.370536
560 2026-01-06 18:45:00+00:00  62.880001  ...  62.980565  62.410474
561 2026-01-06 18:47:08+00:00  62.865002  ...  62.964935  62.477605

[562 rows x 14 columns]",365,562,"[5, 27, 61, 77, 93, 167, 205, 236, 249, 300, 317, 328, 348, 364]","[8, 31, 52, 70, 83, 103, 117, 159, 177, 185, 209, 227, 256, 305, 334, 361]","[118, 187, 375]","[197, 355, 404, 428]",60.31999969482422,57.290000915527344,,"{'DAILY_TOP': {'sl': np.float64(64.45997728620257), 'tp': np.float64(59.675050462995245), 'entry': 62.8650016784668, 'desc': 'Daily top confirmed near $62.92. Entry (short): $62.87.'}, 'BREAKOUT_UP': {'sl': np.float64(59.64002118791853), 'tp': np.float64(69.31496265956334), 'entry': 62.8650016784668, 'desc': 'Breakout above 20-day high ($61.18). Entry: $62.87.'}}",,62.8650016784668,2026-01-06
UNG,"['BREAKOUT_DOWN', 'DAILY_BOTTOM', 'HALFYEARLY_DOWN', 'MONTHLY_DOWN', 'NINE_DAY_LOW', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date   Open   High  ...    BB_std   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  14.29  14.57  ...  0.000000  14.310000  14.310000
1   2024-07-25 13:30:00+00:00  14.01  14.17  ...  0.395980  14.821960  13.238040
2   2024-07-26 13:30:00+00:00  13.68  13.79  ...  0.410528  14.677723  13.035610
3   2024-07-29 13:30:00+00:00  13.51  13.68  ...  0.360740  14.511480  13.068520
4   2024-07-30 13:30:00+00:00  13.26  14.12  ...  0.327536  14.489073  13.178927
..                        ...    ...    ...  ...       ...        ...        ...
360 2025-12-30 14:30:00+00:00  13.67  13.68  ...  1.373695  16.209390  10.714610
361 2025-12-31 14:30:00+00:00  12.59  12.64  ...  1.351218  16.029437  10.624564
362 2026-01-02 14:30:00+00:00  11.88  12.26  ...  1.279833  15.716165  10.596835
363 2026-01-05 14:30:00+00:00  11.24  11.68  ...  1.178136  15.311273  10.598727
364 2026-01-06 18:46:38+00:00  11.24  11.32  ...  0.933566  14.561883  10.827618

[365 rows x 14 columns]","                         Date     Open     High  ...    BB_std   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  12.4800  12.4950  ...  0.000000  12.390000  12.390000
1   2025-12-24 14:35:00+00:00  12.3900  12.3902  ...  0.007071  12.399143  12.370858
2   2025-12-24 14:40:00+00:00  12.3800  12.4700  ...  0.049329  12.511991  12.314676
3   2025-12-24 14:45:00+00:00  12.4692  12.5375  ...  0.066833  12.573667  12.306334
4   2025-12-24 14:50:00+00:00  12.5250  12.5400  ...  0.060581  12.569161  12.326839
..                        ...      ...      ...  ...       ...        ...        ...
556 2026-01-06 18:30:00+00:00  11.1837  11.2060  ...  0.030709  11.299441  11.176604
557 2026-01-06 18:35:00+00:00  11.2000  11.2099  ...  0.033003  11.300252  11.168242
558 2026-01-06 18:40:00+00:00  11.1800  11.1999  ...  0.033825  11.298391  11.163093
559 2026-01-06 18:45:00+00:00  11.1900  11.1900  ...  0.035664  11.297570  11.154914
560 2026-01-06 18:46:38+00:00  11.1650  11.1650  ...  0.037327  11.296244  11.146936

[561 rows x 14 columns]",365,561,"[15, 50, 66, 85, 121, 143, 156, 171, 199, 226, 246, 302, 344, 360]","[8, 61, 71, 92, 130, 150, 188, 205, 221, 239, 309, 318, 337, 364]","[47, 198, 339, 430, 501]","[40, 195, 357, 431, 519]",13.609999656677246,11.0600004196167,,"{'DAILY_BOTTOM': {'sl': np.float64(10.392143249511719), 'tp': np.float64(12.710713386535645), 'entry': 11.164999961853027, 'desc': 'Daily bottom confirmed near $11.05. Entry (long): $11.16.'}, 'BREAKOUT_DOWN': {'sl': np.float64(12.287857055664062), 'tp': np.float64(8.919285774230957), 'entry': 11.164999961853027, 'desc': 'Breakdown below 20-day low ($11.63). Entry: $11.16.'}}",,11.164999961853027,2026-01-06
UPRO,"['BREAKOUT_UP', 'HALFYEARLY_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00   77.930000  ...   74.639999   74.639999
1   2024-07-25 13:30:00+00:00   74.650002  ...   75.755341   72.304657
2   2024-07-26 13:30:00+00:00   74.949997  ...   77.053357   72.213306
3   2024-07-29 13:30:00+00:00   76.459999  ...   77.304996   72.600002
4   2024-07-30 13:30:00+00:00   76.540001  ...   76.956168   72.863830
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  118.699997  ...  122.076371  111.951628
361 2025-12-31 14:30:00+00:00  118.489998  ...  122.074919  111.922080
362 2026-01-02 14:30:00+00:00  117.599998  ...  122.038450  111.870549
363 2026-01-05 14:30:00+00:00  118.000000  ...  122.139306  111.876694
364 2026-01-06 18:47:15+00:00  118.000000  ...  122.488896  111.778604

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  119.139999  ...  119.250000  119.250000
1   2025-12-24 14:35:00+00:00  119.300003  ...  119.295713  119.154283
2   2025-12-24 14:40:00+00:00  119.199997  ...  119.384161  119.132501
3   2025-12-24 14:45:00+00:00  119.309998  ...  119.373759  119.158738
4   2025-12-24 14:50:00+00:00  119.379997  ...  119.546350  119.081409
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:30:00+00:00  120.199997  ...  120.581410  119.463050
558 2026-01-06 18:35:00+00:00  120.150002  ...  120.565510  119.557960
559 2026-01-06 18:40:00+00:00  120.300003  ...  120.534315  119.696155
560 2026-01-06 18:45:00+00:00  120.456001  ...  120.560839  119.757952
561 2026-01-06 18:47:15+00:00  120.544998  ...  120.571699  119.833591

[562 rows x 14 columns]",365,562,"[5, 27, 77, 125, 143, 167, 205, 303, 318]","[8, 31, 70, 104, 117, 159, 177, 185, 227, 305, 334, 352]","[43, 115, 329, 359, 388, 517]","[49, 126, 127, 292, 352, 381, 404, 428, 507, 528]",120.9000015258789,114.80999755859375,,"{'BREAKOUT_UP': {'sl': np.float64(117.61857060023716), 'tp': np.float64(126.39785330636161), 'entry': 120.54499816894531, 'desc': 'Breakout above 20-day high ($120.32). Entry: $120.54.'}}",,120.54499816894531,2026-01-06
USO,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  76.870003  ...  76.809998  76.809998
1   2024-07-25 13:30:00+00:00  76.169998  ...  78.054239  76.215757
2   2024-07-26 13:30:00+00:00  76.820000  ...  78.143639  75.443025
3   2024-07-29 13:30:00+00:00  76.730003  ...  78.338321  74.446679
4   2024-07-30 13:30:00+00:00  74.449997  ...  78.419982  73.592017
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  70.279999  ...  72.311316  66.532684
361 2025-12-31 14:30:00+00:00  70.199997  ...  72.237715  66.502286
362 2026-01-02 14:30:00+00:00  68.430000  ...  72.091852  66.478148
363 2026-01-05 14:30:00+00:00  69.730003  ...  71.893935  66.559065
364 2026-01-06 18:46:24+00:00  69.730003  ...  71.439699  66.744302

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  70.519997  ...  70.535004  70.535004
1   2025-12-24 14:35:00+00:00  70.535004  ...  70.576149  70.448853
2   2025-12-24 14:40:00+00:00  70.470001  ...  70.576748  70.466587
3   2025-12-24 14:45:00+00:00  70.555000  ...  70.577249  70.440253
4   2025-12-24 14:50:00+00:00  70.489998  ...  70.566647  70.443354
..                        ...        ...  ...        ...        ...
556 2026-01-06 18:30:00+00:00  69.349998  ...  69.818800  69.187702
557 2026-01-06 18:35:00+00:00  69.250000  ...  69.776919  69.179583
558 2026-01-06 18:40:00+00:00  69.279999  ...  69.731117  69.172385
559 2026-01-06 18:45:00+00:00  69.250000  ...  69.693529  69.164472
560 2026-01-06 18:46:24+00:00  69.230003  ...  69.631170  69.173831

[561 rows x 14 columns]",365,561,"[5, 13, 23, 52, 73, 86, 100, 120, 138, 173, 184, 201, 227, 241, 254, 277, 295, 314, 344, 356]","[9, 20, 33, 45, 68, 81, 95, 135, 156, 177, 195, 208, 229, 251, 268, 280, 309, 337, 351]","[2, 33, 119, 179, 200, 282, 409, 448, 509]","[15, 100, 164, 196, 268, 336, 363, 428, 516, 517]",70.65499877929688,68.19000244140625,,{},,69.2300033569336,2026-01-06
VEA,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  50.410000  ...  49.919998  49.919998
1   2024-07-25 13:30:00+00:00  49.500000  ...  50.203402  49.326597
2   2024-07-26 13:30:00+00:00  50.020000  ...  50.580228  49.279771
3   2024-07-29 13:30:00+00:00  50.180000  ...  50.509094  49.415905
4   2024-07-30 13:30:00+00:00  50.200001  ...  50.512446  49.495552
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  62.910000  ...  63.155678  61.459322
361 2025-12-31 14:30:00+00:00  62.750000  ...  63.108343  61.607657
362 2026-01-02 14:30:00+00:00  63.150002  ...  63.218071  61.638929
363 2026-01-05 14:30:00+00:00  63.439999  ...  63.538686  61.518315
364 2026-01-06 18:46:57+00:00  63.439999  ...  63.832250  61.430251

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  62.549999  ...  62.645000  62.645000
1   2025-12-24 14:35:00+00:00  62.639999  ...  62.672426  62.587576
2   2025-12-24 14:40:00+00:00  62.610001  ...  62.660000  62.600002
3   2025-12-24 14:45:00+00:00  62.630001  ...  62.654470  62.605482
4   2025-12-24 14:50:00+00:00  62.619999  ...  62.650994  62.604968
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  64.080002  ...  64.148369  63.999191
558 2026-01-06 18:35:00+00:00  64.070000  ...  64.142896  64.012484
559 2026-01-06 18:40:00+00:00  64.074997  ...  64.130855  64.033875
560 2026-01-06 18:45:00+00:00  64.074997  ...  64.130930  64.038280
561 2026-01-06 18:46:57+00:00  64.095001  ...  64.131122  64.041918

[562 rows x 14 columns]",365,562,"[5, 328]","[8, 105, 177, 334]",[357],"[352, 428]",63.15999984741211,62.459999084472656,,"{'BREAKOUT_UP': {'sl': np.float64(63.46357236589704), 'tp': np.float64(65.35785893031529), 'entry': 64.09500122070312, 'desc': 'Breakout above 20-day high ($63.95). Entry: $64.10.'}}",,64.09500122070312,2026-01-06
VGK,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  67.959999  ...  67.400002  67.400002
1   2024-07-25 13:30:00+00:00  67.029999  ...  67.610274  66.959726
2   2024-07-26 13:30:00+00:00  67.750000  ...  68.554566  66.572102
3   2024-07-29 13:30:00+00:00  67.830002  ...  68.385683  66.764319
4   2024-07-30 13:30:00+00:00  67.910004  ...  68.378917  66.885084
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  84.059998  ...  84.397828  81.255174
361 2025-12-31 14:30:00+00:00  83.949997  ...  84.407270  81.457732
362 2026-01-02 14:30:00+00:00  84.419998  ...  84.639017  81.477984
363 2026-01-05 14:30:00+00:00  84.440002  ...  84.992476  81.448526
364 2026-01-06 18:46:51+00:00  84.434998  ...  85.332209  81.452294

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  83.709999  ...  83.834999  83.834999
1   2025-12-24 14:35:00+00:00  83.839996  ...  83.871568  83.758429
2   2025-12-24 14:40:00+00:00  83.794998  ...  83.857912  83.752088
3   2025-12-24 14:45:00+00:00  83.784401  ...  83.861189  83.721311
4   2025-12-24 14:50:00+00:00  83.759903  ...  83.853922  83.712079
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  85.474998  ...  85.552131  85.339028
558 2026-01-06 18:35:00+00:00  85.455002  ...  85.540987  85.363673
559 2026-01-06 18:40:00+00:00  85.444603  ...  85.519847  85.397812
560 2026-01-06 18:45:00+00:00  85.449898  ...  85.518276  85.401884
561 2026-01-06 18:46:51+00:00  85.455002  ...  85.516976  85.406684

[562 rows x 14 columns]",365,562,"[222, 249, 328]","[118, 177, 227, 256, 334]",[511],"[195, 283, 284, 352]",85.58000183105469,83.55999755859375,,"{'BREAKOUT_UP': {'sl': np.float64(84.66929027012416), 'tp': np.float64(87.02642495291573), 'entry': 85.45500183105469, 'desc': 'Breakout above 20-day high ($85.23). Entry: $85.46.'}}",,85.45500183105469,2026-01-06
VNQ,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  89.589996  ...  88.320000  88.320000
1   2024-07-25 13:30:00+00:00  88.650002  ...  88.585122  87.764876
2   2024-07-26 13:30:00+00:00  88.680000  ...  90.276704  87.003295
3   2024-07-29 13:30:00+00:00  89.709999  ...  90.915702  87.059296
4   2024-07-30 13:30:00+00:00  90.370003  ...  91.620192  87.051808
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  89.099998  ...  90.342604  88.084396
361 2025-12-31 14:30:00+00:00  89.180000  ...  90.253742  88.025257
362 2026-01-02 14:30:00+00:00  88.370003  ...  90.083048  88.027952
363 2026-01-05 14:30:00+00:00  88.300003  ...  89.932128  88.052871
364 2026-01-06 18:46:33+00:00  88.300003  ...  89.786020  88.102529

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  88.209999  ...  88.254997  88.254997
1   2025-12-24 14:35:00+00:00  88.260002  ...  88.589990  88.095007
2   2025-12-24 14:40:00+00:00  88.430000  ...  88.545203  88.174793
3   2025-12-24 14:45:00+00:00  88.394997  ...  88.630023  88.174974
4   2025-12-24 14:50:00+00:00  88.522003  ...  88.669131  88.194867
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  88.870003  ...  88.908393  88.739659
558 2026-01-06 18:35:00+00:00  88.894997  ...  88.912930  88.750121
559 2026-01-06 18:40:00+00:00  88.895599  ...  88.919596  88.754955
560 2026-01-06 18:45:00+00:00  88.894997  ...  88.931950  88.753100
561 2026-01-06 18:46:33+00:00  88.915497  ...  88.941286  88.754814

[562 rows x 14 columns]",365,562,"[6, 37, 59, 76, 89, 127, 151, 194, 205, 229, 249, 284, 316, 327, 339]","[1, 55, 71, 104, 117, 129, 159, 177, 208, 231, 243, 262, 294, 305, 318, 334, 346]","[123, 168, 200, 245, 271, 331, 418, 499]","[0, 68, 99, 156, 216, 255, 293, 355, 440, 509]",89.24500274658203,87.88999938964844,,{},,88.91549682617188,2026-01-06
VOO,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  504.429993  ...  497.290009  497.290009
1   2024-07-25 13:30:00+00:00  497.549988  ...  499.584694  492.485314
2   2024-07-26 13:30:00+00:00  498.359985  ...  503.025080  491.908249
3   2024-07-29 13:30:00+00:00  501.820007  ...  503.847421  492.702582
4   2024-07-30 13:30:00+00:00  502.049988  ...  503.065007  493.406990
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  632.200012  ...  637.682976  620.118018
361 2025-12-31 14:30:00+00:00  631.940002  ...  637.683285  620.172709
362 2026-01-02 14:30:00+00:00  630.640015  ...  637.664091  620.144899
363 2026-01-05 14:30:00+00:00  631.380005  ...  637.964963  620.160031
364 2026-01-06 18:47:15+00:00  631.380005  ...  638.747550  619.926443

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  632.669983  ...  632.960022  632.960022
1   2025-12-24 14:35:00+00:00  632.960022  ...  633.142876  632.577156
2   2025-12-24 14:40:00+00:00  632.789978  ...  633.161712  632.650299
3   2025-12-24 14:45:00+00:00  632.989990  ...  633.168048  632.697949
4   2025-12-24 14:50:00+00:00  633.039978  ...  633.421713  632.603092
..                        ...         ...  ...         ...         ...
556 2026-01-06 18:30:00+00:00  635.359985  ...  636.052169  633.911717
557 2026-01-06 18:35:00+00:00  635.260010  ...  636.038177  634.080018
558 2026-01-06 18:40:00+00:00  635.510925  ...  636.057652  634.238863
559 2026-01-06 18:45:00+00:00  635.812195  ...  636.067645  634.427240
560 2026-01-06 18:47:15+00:00  635.969971  ...  636.099997  634.553885

[561 rows x 14 columns]",365,561,"[5, 77, 125, 143, 167, 205]","[8, 70, 159, 177, 185, 334]","[43, 115, 219, 329, 359, 388, 517]","[49, 127, 211, 292, 352, 381, 404, 428, 507, 528]",636.0,625.5399780273438,,"{'BREAKOUT_UP': {'sl': np.float64(630.0464477539062), 'tp': np.float64(647.8170166015625), 'entry': 635.969970703125, 'desc': 'Breakout above 20-day high ($634.84). Entry: $635.97.'}}",,635.969970703125,2026-01-06
VTI,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  271.339996  ...  267.529999  267.529999
1   2024-07-25 13:30:00+00:00  267.700012  ...  268.471638  265.558361
2   2024-07-26 13:30:00+00:00  268.640015  ...  271.162700  264.650634
3   2024-07-29 13:30:00+00:00  270.730011  ...  271.569945  265.145051
4   2024-07-30 13:30:00+00:00  270.500000  ...  271.193819  265.614176
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  338.390015  ...  341.410206  332.153796
361 2025-12-31 14:30:00+00:00  338.040009  ...  341.405183  332.179817
362 2026-01-02 14:30:00+00:00  337.149994  ...  341.396689  332.163311
363 2026-01-05 14:30:00+00:00  338.000000  ...  341.574382  332.160618
364 2026-01-06 18:46:28+00:00  338.000000  ...  342.059810  332.004192

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  338.750000  ...  338.869995  338.869995
1   2025-12-24 14:35:00+00:00  338.880005  ...  339.016273  338.563714
2   2025-12-24 14:40:00+00:00  338.720001  ...  338.969859  338.636790
3   2025-12-24 14:45:00+00:00  338.839996  ...  338.978601  338.666388
4   2025-12-24 14:50:00+00:00  338.890015  ...  339.095472  338.633324
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:30:00+00:00  340.524994  ...  340.828938  339.681643
558 2026-01-06 18:35:00+00:00  340.480011  ...  340.824491  339.777090
559 2026-01-06 18:40:00+00:00  340.600006  ...  340.807079  339.907002
560 2026-01-06 18:45:00+00:00  340.744995  ...  340.841347  339.961732
561 2026-01-06 18:46:28+00:00  340.850006  ...  340.873918  340.020152

[562 rows x 14 columns]",365,562,"[5, 77, 125, 143, 167, 205, 328]","[8, 70, 159, 177, 185, 334]","[115, 329, 359, 388, 519]","[292, 352, 381, 404, 428, 507, 528]",340.2300109863281,334.7749938964844,,"{'BREAKOUT_UP': {'sl': np.float64(337.29107883998324), 'tp': np.float64(347.9678606305804), 'entry': 340.8500061035156, 'desc': 'Breakout above 20-day high ($339.88). Entry: $340.85.'}}",,340.8500061035156,2026-01-06
VWO,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  43.720001  ...  43.349998  43.349998
1   2024-07-25 13:30:00+00:00  43.209999  ...  43.450559  43.139441
2   2024-07-26 13:30:00+00:00  43.669998  ...  43.939592  42.933742
3   2024-07-29 13:30:00+00:00  43.689999  ...  43.901741  43.038259
4   2024-07-30 13:30:00+00:00  43.619999  ...  43.840327  43.091674
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  53.820000  ...  54.683834  53.053167
361 2025-12-31 14:30:00+00:00  53.930000  ...  54.657100  53.042900
362 2026-01-02 14:30:00+00:00  54.689999  ...  54.831432  52.955568
363 2026-01-05 14:30:00+00:00  55.040001  ...  55.071515  52.826486
364 2026-01-06 18:46:47+00:00  55.035000  ...  55.344561  52.674409

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  53.680000  ...  53.689999  53.689999
1   2025-12-24 14:35:00+00:00  53.694000  ...  53.712852  53.642148
2   2025-12-24 14:40:00+00:00  53.665001  ...  53.727082  53.646252
3   2025-12-24 14:45:00+00:00  53.705002  ...  53.718666  53.651335
4   2025-12-24 14:50:00+00:00  53.680099  ...  53.714156  53.655846
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  55.615002  ...  55.701276  55.596193
558 2026-01-06 18:35:00+00:00  55.605000  ...  55.701051  55.596639
559 2026-01-06 18:40:00+00:00  55.615002  ...  55.700356  55.597834
560 2026-01-06 18:45:00+00:00  55.600101  ...  55.702019  55.592171
561 2026-01-06 18:46:47+00:00  55.609699  ...  55.703044  55.588616

[562 rows x 14 columns]",365,562,"[5, 52, 75, 96, 303]","[8, 58, 81, 177, 279, 305]","[118, 359, 360, 514]",[352],55.795799255371094,53.7599983215332,,"{'BREAKOUT_UP': {'sl': np.float64(54.7867864881243), 'tp': np.float64(57.255524771554136), 'entry': 55.60969924926758, 'desc': 'Breakout above 20-day high ($55.29). Entry: $55.61.'}}",,55.60969924926758,2026-01-06
VXUS,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  61.220001  ...  60.650002  60.650002
1   2024-07-25 13:30:00+00:00  60.310001  ...  60.924268  60.075732
2   2024-07-26 13:30:00+00:00  60.830002  ...  61.468929  59.937738
3   2024-07-29 13:30:00+00:00  61.020000  ...  61.382081  60.097919
4   2024-07-30 13:30:00+00:00  61.009998  ...  61.337984  60.198016
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  75.860001  ...  76.219311  74.626689
361 2025-12-31 14:30:00+00:00  75.730003  ...  76.191126  74.721874
362 2026-01-02 14:30:00+00:00  76.349998  ...  76.385940  74.674061
363 2026-01-05 14:30:00+00:00  76.790001  ...  76.803785  74.468215
364 2026-01-06 18:46:24+00:00  76.790001  ...  77.194853  74.297647

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  75.580002  ...  75.614998  75.614998
1   2025-12-24 14:35:00+00:00  75.614998  ...  75.642423  75.557574
2   2025-12-24 14:40:00+00:00  75.584999  ...  75.632217  75.571116
3   2025-12-24 14:45:00+00:00  75.605003  ...  75.626289  75.571210
4   2025-12-24 14:50:00+00:00  75.594398  ...  75.622100  75.571897
..                        ...        ...  ...        ...        ...
559 2026-01-06 18:30:00+00:00  77.585999  ...  77.664838  77.507812
560 2026-01-06 18:35:00+00:00  77.569000  ...  77.659925  77.520224
561 2026-01-06 18:40:00+00:00  77.584999  ...  77.648450  77.539698
562 2026-01-06 18:45:00+00:00  77.574997  ...  77.648450  77.539698
563 2026-01-06 18:46:24+00:00  77.584999  ...  77.647913  77.542235

[564 rows x 14 columns]",365,564,"[5, 328]","[8, 177, 334]",[361],[354],76.4520034790039,75.44000244140625,,"{'BREAKOUT_UP': {'sl': np.float64(76.76214763096401), 'tp': np.float64(79.23070199148995), 'entry': 77.58499908447266, 'desc': 'Breakout above 20-day high ($77.35). Entry: $77.58.'}}",,77.58499908447266,2026-01-06
XLE,"['DAILY_TOP', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  45.285000  ...  45.169998  45.169998
1   2024-07-25 13:30:00+00:00  45.200001  ...  46.663090  44.456909
2   2024-07-26 13:30:00+00:00  45.830002  ...  46.733341  44.743326
3   2024-07-29 13:30:00+00:00  46.099998  ...  46.542074  44.915426
4   2024-07-30 13:30:00+00:00  45.695000  ...  46.796345  44.933656
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  44.799999  ...  46.570414  43.498085
361 2025-12-31 14:30:00+00:00  44.930000  ...  46.559073  43.473427
362 2026-01-02 14:30:00+00:00  44.720001  ...  46.517617  43.488382
363 2026-01-05 14:30:00+00:00  47.160000  ...  46.709125  43.374874
364 2026-01-06 18:46:18+00:00  47.160000  ...  46.680616  43.384383

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  44.415001  ...  44.369999  44.369999
1   2025-12-24 14:35:00+00:00  44.360001  ...  44.379140  44.350860
2   2025-12-24 14:40:00+00:00  44.365002  ...  44.573635  44.249698
3   2025-12-24 14:45:00+00:00  44.505001  ...  44.584957  44.277545
4   2025-12-24 14:50:00+00:00  44.490002  ...  44.588811  44.299189
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  45.740002  ...  46.236852  45.617158
558 2026-01-06 18:35:00+00:00  45.694599  ...  46.196435  45.607075
559 2026-01-06 18:40:00+00:00  45.705002  ...  46.154572  45.605938
560 2026-01-06 18:45:00+00:00  45.740002  ...  46.106357  45.612154
561 2026-01-06 18:46:18+00:00  45.730000  ...  46.074655  45.609856

[562 rows x 14 columns]",365,562,"[5, 27, 52, 86, 122, 144, 173, 190, 201, 227, 241, 253, 277, 295, 314, 330, 347, 363]","[8, 19, 34, 45, 58, 68, 104, 131, 153, 177, 195, 213, 230, 247, 262, 281, 291, 305, 322, 337, 351]",[431],"[355, 429]",47.084999084472656,44.540000915527344,,"{'DAILY_TOP': {'sl': np.float64(48.065713609967915), 'tp': np.float64(41.058571406773154), 'entry': 45.72999954223633, 'desc': 'Daily top confirmed near $47.32. Entry (short): $45.73.'}}",,45.72999954223633,2026-01-06
